slug,location,latitude,longitude,post,country,water,water_name,city_slug,water_name_slug,is_2020,city,bfsnum,population,buildings,streets,intersects,pop_group_proj,pop_group_rip,streets_rank,buildings_rank
saint-sulpice,Saint Sulpice,46.507808,6.545344,1025,CH,l,Lac Léman,saint-sulpice,lac-leman,False,Saint-Sulpice (VD),5648,4668,12112.926000000001,19811.453999999998,1,1,5,0,0
san-nazzaro-gambarogno,san nazzaro-gambarogno,46.130443,8.798657,6575,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192,26207.072,82847.267,13,1,5,0,0
schiffenensee_duedingen_hirschij,schiffenensee_duedingen_hirschij,46.8591514,7.1764374,3186,CH,l,Schiffenensee,dudingen,schiffenensee,False,Düdingen,2293,7964,5083.758,25575.398999999998,0,2,6,0,0
schmerikon-bahnhof-strand,Schmerikon Bahnhof Strand,47.22478,8.94418,Postal-code,CH,l,Zurichsee,schmerikon,zurichsee,True,Schmerikon,3338,3710,74296.86,31856.425,10,1,4,0,0
schusspark-strand,Schüsspark strand,47.1465,7.26862,2504,CH,r,Schüss,biel,schuss,True,Biel/Bienne,371,55159,155775.72400000002,46450.950999999994,0,3,6,3,3
seeflechsen,seeflechsen,47.1302229,9.1033996,8872,CH,l,Walensee,glarus-nord,walensee,True,Glarus Nord,1630,18483,1061.236,46561.765,8,3,6,0,1
seemuhlestrasse-strand,Seemühlestrasse Strand,47.12864,9.2951,8880,CH,l,Walensee,walenstadt,walensee,True,Walenstadt,3298,5679,122.24,74734.557,8,2,5,0,0
seez,Seez,47.11983,9.300251,8880,CH,r,Seez,walenstadt,seez,True,Walenstadt,3298,5679,30124.519,40268.512,8,2,5,0,0
seez_spennwiesenbrucke,Seez_Spennwiesenbrücke,47.114948,9.310123,8880,CH,r,Seez,walenstadt,seez,True,Walenstadt,3298,5679,10056.979,74623.878,4,2,5,0,0
sempachersee_sempach_tampec,sempachersee_sempach_tampec,47.1286181,8.1918737,6204,CH,l,Sempachsee,sempach,sempachsee,False,Sempach,1102,4169,68237.105,43200.482,0,1,5,0,0
sense_torishaus_g-cubes,Sense_Törishaus_g cubes,46.8831206,7.3531889,3174,CH,r,Sense,koniz,sense,False,Köniz,355,41784,12497.815,37173.102,0,3,6,3,3
sentiero-giro-del-golf-spiaggia,Sentiero Giro del Golf spiaggia,46.14577,8.79043,6612,CH,l,Lago Maggiore,ascona,lago-maggiore,True,Ascona,5091,5481,7746.465,31014.897999999997,1,2,5,0,0
signalpain,Signalpain,46.7862,6.64736,1400,CH,l,Neuenburgersee,yverdon-les-bains,neuenburgersee,True,Yverdon-les-Bains,5938,30157,40509.053,35397.814,8,3,6,1,2
sihlsee_einsiedeln_schilligerllacherl,sihlsee_einsiedeln_schilligerllacherl,47.1413938,8.7603588,8840,CH,l,Sihlsee,einsiedeln,sihlsee,False,Einsiedeln,1301,15870,9709.226,50458.47900000001,0,3,6,0,1
sihl_adliswil_oggi_fort,Sihl_Adliswil_Oggi_Fort,47.3124217,8.5262549,8134,CH,r,Sihl,adliswil,sihl,False,Adliswil,131,18769,144594.232,38414.677,0,3,6,0,1
sihl_leimbach_kruegerm,sihl_leimbach_kruegerm,47.3254361,8.5191195,8041,CH,r,Sihl,zurich,sihl,False,Zürich,261,415367,59626.609000000004,41022.654,0,3,6,3,3
sihl_menzingen_kucharska_magdalena,Sihl_Menzingen_Kucharska_Magdalena,47.1915012,8.6184214,6313,CH,r,Sihl,menzingen,sihl,False,Menzingen,1704,4539,3312.026,25191.464,0,1,5,0,0
sihl_zuerich_eggerskoehlingera,sihl_zuerich_eggerskoehlingera,47.3818981,8.5383279,8005,CH,r,Sihl,zurich,sihl,False,Zürich,261,415367,224476.69600000003,82713.282,0,3,6,3,3
sihl_zuerich_eichenbergerd,Sihl_zuerich_eichenbergerD,47.3395883,8.5166965,8041,CH,r,Sihl,zurich,sihl,True,Zürich,261,415367,64533.325999999994,55968.615,0,3,6,3,3
sihl_zuerich_scherfs,Sihl_Zuerich_ScherfS,47.3731495,8.5323698,8001,CH,r,Sihl,zurich,sihl,False,Zürich,261,415367,286529.498,38969.415,4,3,6,3,3
sihl_zurich_himmelhebern,sihl_zurich_himmelhebern,47.3430554,8.5186122,8041,CH,r,Sihl,zurich,sihl,False,Zürich,261,415367,48060.097,43637.257000000005,0,3,6,3,3
sitter_gaiserwald_buehlerf,sitter_gaiserwald_buehlerf,47.4251609,9.3401037,9000,CH,r,Sitter,st-gallen,sitter,False,St. Gallen,3203,75833,34002.982,64051.129,0,3,6,3,3
sitter_stgallen_jennya,Sitter_St.Gallen_JennyA,47.4102424,9.320376,9014,CH,r,Sitter,st-gallen,sitter,False,St. Gallen,3203,75833,34685.373,34835.709,0,3,6,3,3
sitter_stgallen_steinbrunnerf,sitter_stgallen_steinbrunnerf,47.4332917,9.3580747,9000,CH,r,Sitter,st-gallen,sitter,False,St. Gallen,3203,75833,6401.859,18587.994,0,3,6,3,3
sorne_birse_wwfjura,sorne_birse_WWFJura,47.3709868,7.3609099,2800,CH,r,Birs,delemont,birs,False,Delémont,6711,12682,54396.804000000004,48412.45,0,2,6,0,1
spackmatt,Späckmatt,47.223749,7.576711,4542,CH,r,Aare,luterbach,aare,True,Luterbach,2527,3480,91639.905,73847.09599999999,0,1,4,0,0
strandbeiz,Strandbeiz,47.2158617,8.8430984,8645,CH,l,Zurichsee,jona-city,zurichsee,True,Rapperswil-Jona,3340,26999,6301.646,45483.317,4,3,6,1,2
strandboden-biel,Strandboden-Biel,47.13251,7.233142,2503,CH,l,Bielersee,biel,bielersee,True,Biel/Bienne,371,55159,48855.512,46845.142,4,3,6,3,3
sundbach-strand,Sundbach strand,46.684386,7.794768,3803,CH,l,Thunersee,beatenberg,thunersee,True,Beatenberg,571,1195,5773.863,32094.217,6,0,2,0,0
thun-strandbad,Thun Strandbad,46.739939,7.63352,3504,CH,l,Thunersee,thun,thunersee,True,Thun,942,43734,28977.336,26871.189,5,3,6,3,3
thunersee_spiez_meierd_1,thunersee_spiez_meierd_1,46.7044368,7.6578824,3646,CH,l,Thunersee,spiez,thunersee,True,Spiez,768,12812,9602.495,28456.237,3,3,6,0,1
thur_schoenenberg_schaera,Thur_Schoenenberg_SchaerA,47.5240726,9.1983347,9214,CH,r,Thur,kradolf-schonenberg,thur,False,Kradolf-Schönenberg,4501,3592,105716.369,70533.134,0,1,4,0,0
thur_schwarzenbach_meiliw,thur_schwarzenbach_meiliw,47.4467866,9.0638156,9500,CH,r,Thur,wil,thur,False,Wil (SG),3427,23966,66789.938,31772.629,0,3,6,0,2
tiger-duck-beach,Tiger duck beach,46.518256,6.582546,1025,CH,l,Lac Léman,saint-sulpice,lac-leman,True,Saint-Sulpice (VD),5648,4668,25919.499,35568.897000000004,1,1,5,0,0
tolochenaz,Tolochenaz,46.4975095,6.4828747,1131,CH,l,Lac Léman,tolochenaz,lac-leman,True,Tolochenaz,5649,1933,53951.599,26062.532000000003,2,0,3,0,0
tschilljus,Tschilljus,46.304399,7.580262,3970,CH,r,Rhône,salgesch,rhone,True,Salgesch,6113,1548,4685.255,30348.994,0,0,2,0,0
toss_bauma_kurthe,Töss_Bauma_KurthE,47.3701757,8.8678249,8494,CH,r,Töss,bauma,ti12ss,False,Bauma,297,4965,51701.633,38055.804,0,1,5,0,0
toss_kollbrunn_burgid,töss_kollbrunn_bürgid,47.4545698,8.77968,8483,CH,r,Töss,zell,ti12ss,False,Zell (ZH),231,6032,41218.419,16984.718999999997,0,2,5,0,0
toss_winterthur-2,Töss_Winterthur 2,47.4787073,8.7084264,8406,CH,r,Töss,winterthur,ti12ss,False,Winterthur,230,111851,16363.595,34270.332,0,3,6,3,3
unterdsee_ermatingen_brunkem,unterdsee_ermatingen_brunkem,47.6726333,9.0812462,8272,CH,l,Untersee,ermatingen,untersee,False,Ermatingen,4646,3455,84404.763,25429.795,0,1,4,0,0
untertenzen,Untertenzen,47.11526,9.25478,8882,CH,l,Walensee,quarten,walensee,True,Quarten,3295,2937,33788.854,42946.530999999995,5,1,4,0,0
urnaesch_urnaesch_meierr,urnaesch_urnaesch_meierr,47.3250986,9.2954188,9107,CH,r,Urnäsch,hundwil,urnasch,False,Hundwil,3002,941,13966.481000000002,74121.642,0,0,1,0,0
versoix,Versoix,46.289194,6.1705693,1290,CH,l,Lac Léman,versoix,lac-leman,True,Versoix,6644,13432,33440.663,34776.325,5,3,6,0,1
veveyse,Veveyse,46.461022,6.834983,1800,CH,l,Lac Léman,vevey,lac-leman,False,Vevey,5890,19891,78306.30099999999,36560.998999999996,5,3,6,0,1
vidy,Vidy,46.5147155,6.5985884,1007,CH,l,Lac Léman,lausanne,lac-leman,False,Lausanne,5586,139111,22277.876,22376.083,2,3,6,3,3
vidy-ruines,Vidy ruines,46.516221,6.596279,1007,CH,l,Lac Léman,lausanne,lac-leman,True,Lausanne,5586,139111,33907.382000000005,17529.375,2,3,6,3,3
vierwaldstattersee_weggis_schoberls_1,vierwaldstättersee_weggis_schöberls_1,47.0445321,8.4185689,6353,CH,l,Quatre Cantons,weggis,quatre-cantons,False,Weggis,1069,4369,7610.191999999999,34311.346,0,1,5,0,0
vierwaldstattersee_weggis_schoberls_2,vierwaldstättersee_weggis_schöberls_2,47.043953,8.4173076,6353,CH,l,Quatre Cantons,weggis,quatre-cantons,False,Weggis,1069,4369,6949.984,87018.398,0,1,5,0,0
vierwaldstattersee_weggis_schoberls_3,vierwaldstättersee_weggis_schöberls_3,47.0299566,8.410801,6353,CH,l,Quatre Cantons,weggis,quatre-cantons,False,Weggis,1069,4369,23961.974,43640.59,0,1,5,0,0
villa-barton,Villa Barton,46.22235,6.1525,1202,CH,l,Lac Léman,geneve,lac-leman,True,Genève,6621,201818,65075.045,34002.876000000004,0,3,6,3,3
vira-gambarogno,Vira Gambarogno,46.143343,8.838759,6574,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192,33466.982,28831.46,17,1,5,0,0
vira-spiaggia-left-of-river,Vira spiaggia left of river,46.1429,8.838407,6573,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192,35101.65,30816.659,16,1,5,0,0
vorderrhein_disentis_schmidn,vorderrhein_disentis_schmidn,46.6982739,8.8578373,7180,CH,r,Vorderrhein,disentis-muster,vorderrhein,False,Disentis/Mustér,3982,2080,2056.3360000000002,49488.884000000005,0,0,3,0,0
walensee_walenstadt_wysse,Walensee_Walenstadt_WyssE,47.1218282,9.2995517,8880,CH,l,Walensee,walenstadt,walensee,True,Walenstadt,3298,5679,19661.243000000002,82775.37400000001,9,2,5,0,0
weissenau-neuhaus,Weissenau-Neuhaus,46.676583,7.817528,3800,CH,l,Thunersee,unterseen,thunersee,True,Unterseen,593,5751,7772.041,54518.45,11,2,5,0,0
wycheley,Wycheley,46.74037,8.04864,3855,CH,l,Brienzersee,brienze-be,brienzersee,True,Brienz (BE),573,3092,5120.630999999999,27275.035,11,1,4,0,0
zuerichsee_maennedorf_vanderkaadene,zuerichsee_maennedorf_vanderkaadene,47.254754,8.6875038,8708,CH,l,Zurichsee,mannedorf,zurichsee,False,Männedorf,155,11243,79005.116,24838.377,6,2,6,0,1
zuerichsee_richterswil_benkoem_2,zuerichsee_richterswil_benkoem_2,47.2176458,8.6987133,8805,CH,l,Zurichsee,richterswil,zurichsee,True,Richterswil,138,13513,11977.442,32645.577,3,3,6,0,1
zuerichsee_staefa_hennm,zuerichsee_staefa_hennm,47.2346431,8.7698814,8713,CH,l,Zurichsee,stafa,zurichsee,True,Stäfa,158,14497,9791.007,63223.66,4,3,6,0,1
zuerichsee_waedenswil_colomboc_1,zuerichsee_waedenswil_colomboc_1,47.2195468,8.6919611,8805,CH,l,Zurichsee,richterswil,zurichsee,True,Richterswil,138,13513,21562.022,23412.107999999997,3,3,6,0,1
zuerichsee_zurich_kullg,zuerichsee_zurich_kullg,47.3539573,8.5504743,8008,CH,l,Zurichsee,zurich,zurichsee,False,Zürich,261,415367,59694.916,40029.187999999995,3,3,6,3,3
zugerseecholler_cham_blarerm,ZugerseeCholler_Cham_BlarerM,47.1782157,8.4800128,6300,CH,l,Zugersee,zug,zugersee,True,Zug,1711,30542,12719.253999999999,52701.450999999994,0,3,6,1,2
zugersee_immensee_guedesd,zugersee_Immensee_Guedesd,47.1066869,8.4788812,6344,CH,l,Zugersee,meierskappel,zugersee,False,Meierskappel,1064,1460,1808.45,41262.492999999995,0,0,2,0,0
zulg_steffisburg_schmassmanne,zulg_steffisburg_schmassmanne,46.7742431,7.6245372,3612,CH,r,Zulg,steffisburg,zulg,False,Steffisburg,939,15709,81626.587,29908.578999999998,0,3,6,0,1
zurcher-strand,Zürcher Strand,47.3642,8.53742,8002,CH,l,Zurichsee,zurich,zurichsee,True,Zürich,261,415367,161150.408,15690.375,5,3,6,3,3
zurichsee-feldeggstr-banningersand,Zürichsee Feldeggstr BänningerSand,47.3593922,8.5473682,8008,CH,l,Zurichsee,zurich,zurichsee,False,Zürich,261,415367,110718.696,36435.804,7,3,6,3,3
zurichsee_kusnachterhorn_thirkell-whitej,Zürichsee_Küsnachterhorn_Thirkell WhiteJ,47.3176849,8.5768602,8700,CH,l,Zurichsee,kusnacht,zurichsee,True,Küsnacht (ZH),154,14397,61901.617,24338.769,3,3,6,0,1
zurichsee_wollishofen_langendorfm,zürichsee_wollishofen_langendorfm,47.3458899,8.5361545,8038,CH,l,Zurichsee,zurich,zurichsee,True,Zürich,261,415367,90068.38,28741.887000000002,2,3,6,3,3
